,City,Lat,Lng,Country,Date,Max Temp(Â°F) ,Humidity(%),Cloudiness(%),Wind Speed(mph),Max Temp,Humidity,Cloudiness,Wind Speed
495,matata,-37.89,176.76,NZ,1551656524,,,,,75.99,66.0,0.0,4.0
496,luyang,31.88,117.26,CN,1551654000,,,,,37.4,93.0,0.0,8.95
497,greenwood,32.03,-101.9,US,1551654900,,,,,32.0,63.0,0.0,12.75
498,kharan,28.58,65.42,PK,1551656356,,,,,43.87,84.0,76.0,1.61
499,casa nova,-11.77,-39.23,BR,1551656639,,,,,79.42,70.0,44.0,11.45
500,mount isa,-20.73,139.49,AU,1551654000,,,,,84.2,39.0,0.0,12.75
501,navahrudak,53.59,25.82,BY,1551656646,,,,,43.46,94.0,92.0,19.06
502,carmo do rio claro,-20.97,-46.12,BR,1551656453,,,,,67.76,100.0,76.0,5.41
503,merritt island,28.54,-80.67,US,1551656646,,,,,82.99,78.0,1.0,10.29
504,lovozero,68.01,35.02,RU,1551656647,,,,,-11.58,53.0,20.0,2.73
505,enterprise,31.32,-85.86,US,1551656627,,,,,66.2,100.0,75.0,4.7
506,poltavka,54.36,71.76,RU,1551656649,,,,,28.61,83.0,48.0,16.6
507,koshurnikovo,54.3,93.39,RU,1551656649,,,,,18.71,71.0,68.0,3.74
508,stepnyak,52.83,70.79,KZ,1551656649,,,,,27.98,89.0,68.0,16.71
509,goryachegorsk,55.41,88.92,RU,1551656653,,,,,27.35,83.0,24.0,7.65
512,karpogory,64,44.44,RU,1551656654,,,,,9.98,73.0,68.0,2.95
513,shumskiy,54.83,99.13,RU,1551656654,,,,,11.38,70.0,24.0,1.95
514,iwaki,37.05,140.89,JP,1551656455,,,,,48.0,100.0,75.0,13.87
515,akdepe,42.05,59.39,TM,1551654000,,,,,37.4,93.0,90.0,13.87
516,villa del rosario,7.83,-72.47,CO,1551650400,,,,,86.0,55.0,40.0,6.93
517,ancud,-41.87,-73.83,CL,1551654000,,,,,53.6,81.0,75.0,5.82
518,suhbaatar,50.23,106.21,MN,1551656656,,,,,15.83,67.0,56.0,2.39
519,trojes,41.76,19.96,AL,1551655200,,,,,35.6,89.0,0.0,2.24
520,aneho,6.23,1.6,TG,1551654000,,,,,84.2,83.0,20.0,9.17
521,guadalajara,40.63,-3.16,ES,1551656650,,,,,55.0,71.0,0.0,6.93
522,gedo,9.01,37.45,ET,1551656657,,,,,56.02,97.0,80.0,1.39
525,jacqueville,5.21,-4.42,CI,1551654000,,,,,82.4,83.0,0.0,8.05
526,cabras,5.5,-75.6,CO,1551656661,,,,,61.24,94.0,64.0,1.61
527,nimaparha,20.07,86.02,IN,1551654000,,,,,75.2,100.0,40.0,13.24
528,hainburg,50.07,8.95,DE,1551656653,,,,,54.0,62.0,20.0,9.17
529,puerto baquerizo moreno,-0.9,-89.6,EC,1551654000,,,,,80.6,88.0,75.0,2.24
531,kapustin yar,48.58,45.77,RU,1551656666,,,,,26.95,85.0,36.0,12.68
532,chernyshevskiy,63.01,112.47,RU,1551656666,,,,,8.68,84.0,64.0,5.19
534,suruc,36.98,38.42,TR,1551655200,,,,,41.0,100.0,90.0,12.75
535,yangambi,0.77,24.47,CD,1551656667,,,,,70.06,100.0,56.0,2.28
536,palembang,-2.99,104.76,ID,1551654000,,,,,78.8,94.0,40.0,3.36
537,novouzensk,50.46,48.14,RU,1551656668,,,,,18.94,86.0,80.0,17.05
539,vanimo,-2.67,141.3,PG,1551656669,,,,,81.94,100.0,92.0,11.9
540,kautokeino,69.01,23.04,NO,1551656618,,,,,-12.7,55.0,48.0,2.95
541,chany,55.31,76.76,RU,1551656670,,,,,30.37,89.0,64.0,20.74
542,vikindu,-6.98,39.3,TZ,1551656670,,,,,76.4,96.0,20.0,2.39
543,trinidad,-33.52,-56.9,UY,1551656671,,,,,69.88,61.0,0.0,10.0
544,byron bay,-28.65,153.62,AU,1551656448,,,,,84.0,74.0,75.0,10.29
545,sturgeon bay,44.83,-87.38,US,1551655588,,,,,10.4,46.0,1.0,13.87
546,bouloupari,-21.87,166.05,NC,1551654000,,,,,84.2,70.0,90.0,5.82
547,guarapari,-20.67,-40.5,BR,1551654000,,,,,82.4,83.0,20.0,8.05
548,sao sebastiao do paraiso,-20.92,-46.99,BR,1551656424,,,,,66.23,91.0,68.0,5.75
549,along,28.17,94.8,IN,1551656673,,,,,48.95,89.0,76.0,1.95
550,kpandae,8.46,-0.01,GH,1551656674,,,,,73.48,42.0,0.0,2.06
551,mpulungu,-8.77,31.12,ZM,1551656674,,,,,62.86,98.0,92.0,4.41
552,zomin,39.96,68.4,UZ,1551656675,,,,,36.35,72.0,0.0,4.07
553,klaksvik,62.23,-6.59,FO,1551655200,,,,,41.0,86.0,92.0,5.82
554,buncrana,55.14,-7.45,GB,1551652200,,,,,44.6,65.0,40.0,17.22
555,santa fe,-31.62,-60.7,AR,1551656404,,,,,84.99,63.0,56.0,5.01
556,yukamenskoye,57.89,52.24,RU,1551656680,,,,,10.03,78.0,64.0,4.52
557,bria,6.54,21.99,CF,1551656680,,,,,71.63,45.0,48.0,7.31
558,chichibu,35.99,139.07,JP,1551656662,,,,,51.01,93.0,75.0,6.93
560,hirtshals,57.59,9.96,DK,1551656682,,,,,40.09,96.0,80.0,12.01
561,taksimo,56.36,114.84,RU,1551656683,,,,,10.3,71.0,68.0,2.39
562,khirkiya,22.17,76.86,IN,1551656683,,,,,59.08,85.0,0.0,2.73
563,jalu,29.03,21.55,LY,1551656683,,,,,49.9,71.0,0.0,8.66
565,santo domingo,18.48,-69.94,DO,1551656000,,,,,79.0,69.0,40.0,4.7
566,ko samui,9.54,99.94,TH,1551655800,,,,,82.4,78.0,20.0,8.05
567,albany,42.65,-73.75,US,1551656438,,,,,35.01,58.0,90.0,2.51
568,dubti,11.74,41.09,ET,1551656688,,,,,69.61,55.0,12.0,11.34
569,ndola,-12.97,28.64,ZM,1551656691,,,,,69.88,56.0,0.0,5.08
570,mul,20.07,79.68,IN,1551656693,,,,,68.26,95.0,0.0,8.99
571,plotnikovo,55.04,83.4,RU,1551654000,,,,,30.2,80.0,75.0,13.42
572,benalla,-36.55,145.99,AU,1551655914,,,,,89.01,30.0,8.0,3.36
573,paracuru,-3.41,-39.03,BR,1551655692,,,,,82.0,78.0,20.0,3.36
575,ziarat,30.38,67.73,PK,1551656694,,,,,24.65,87.0,24.0,3.18
576,the pas,53.82,-101.24,CA,1551654600,,,,,5.0,65.0,90.0,17.22
577,ibicui,-14.84,-39.99,BR,1551656695,,,,,73.75,81.0,8.0,7.65
578,norfolk,36.85,-76.29,US,1551656691,,,,,51.01,87.0,90.0,4.7
579,evanston,42.04,-87.69,US,1551656688,,,,,21.2,43.0,0.0,5.82
580,hasaki,35.73,140.83,JP,1551656076,,,,,51.8,93.0,75.0,18.34
581,morehead,38.18,-83.43,US,1551656100,,,,,32.0,92.0,75.0,10.29
582,dno,57.83,29.97,RU,1551656697,,,,,24.56,87.0,92.0,11.01
583,mozarlandia,-14.74,-50.57,BR,1551656617,,,,,70.55,94.0,32.0,2.95
584,kencong,-7.78,112.24,ID,1551656698,,,,,73.3,95.0,80.0,3.18
585,wadena,51.95,-103.8,CA,1551656698,,,,,1.39,76.0,44.0,15.03
586,lobito,-12.35,13.55,AO,1551656698,,,,,68.93,88.0,92.0,3.06
587,ridgecrest,35.62,-117.67,US,1551656679,,,,,69.8,28.0,1.0,20.8
588,turangi,-39,175.93,NZ,1551656404,,,,,80.01,24.0,0.0,5.99
589,gejiu,23.36,103.16,CN,1551656699,,,,,55.57,71.0,12.0,4.97
590,lapeer,43.05,-83.32,US,1551656664,,,,,23.0,67.0,90.0,4.7
591,mishkino,56.22,46.62,RU,1551654000,,,,,19.4,92.0,75.0,8.95
593,zanjan,36.67,48.48,IR,1551656701,,,,,21.82,93.0,56.0,2.62
594,lerici,44.07,9.91,IT,1551656695,,,,,51.01,100.0,75.0,3.36
596,ostrovskoye,57.81,42.24,RU,1551656702,,,,,19.84,93.0,76.0,8.1
597,fatehpur,31.18,71.21,PK,1551656705,,,,,43.87,86.0,0.0,2.84
598,arandis,-22.42,14.98,NA,1551654125,,,,,66.99,86.0,0.0,1.99
599,niksic,42.77,18.95,ME,1551655800,,,,,48.2,93.0,0.0,1.12
600,emilio carranza,19.97,-96.61,MX,1551656706,,,,,83.92,55.0,0.0,4.41
601,dmitriyevka,43.08,41,GE,1551656707,,,,,18.8,100.0,0.0,2.62
602,atikokan,48.76,-91.62,CA,1551656707,,,,,-3.48,48.0,36.0,8.21
603,anito,12.45,125.29,PH,1551656661,,,,,78.79,100.0,76.0,10.89
604,mamaku,-38.1,176.07,NZ,1551656553,,,,,82.0,82.0,0.0,5.99
605,mamakan,57.82,114.02,RU,1551656708,,,,,15.11,74.0,68.0,2.62
606,collie,-33.36,116.15,AU,1551656411,,,,,68.0,40.0,0.0,11.23
607,meiktila,20.88,95.86,MM,1551656709,,,,,63.26,53.0,0.0,6.76
608,springdale,36.19,-94.13,US,1551656708,,,,,21.99,73.0,90.0,16.11
609,amos,48.57,-78.12,CA,1551654000,,,,,12.2,56.0,75.0,4.7
610,mehriz,31.58,54.44,IR,1551654000,,,,,48.2,26.0,0.0,4.7
611,montrose,-37.81,145.34,AU,1551656710,,,,,75.0,73.0,90.0,2.24
612,meylan,45.21,5.78,FR,1551656707,,,,,51.8,70.0,0.0,4.7
613,kabalo,-6.05,26.92,CD,1551656712,,,,,69.61,99.0,88.0,2.95
614,sanghar,28.18,68.31,PK,1551656713,,,,,53.86,89.0,64.0,3.62
615,jishou,28.26,109.7,CN,1551655784,,,,,40.0,88.0,92.0,2.62
616,abu zabad,12.35,29.25,SD,1551656611,,,,,67.54,24.0,0.0,10.56
617,matagami,9.67,8.4,NG,1551656610,,,,,66.19,81.0,0.0,2.39
618,xuanwu,32.07,118.81,CN,1551656713,,,,,46.0,99.0,0.0,2.95
619,vostok,46.45,135.83,RU,1551656714,,,,,23.93,73.0,0.0,2.39
620,raahe,64.68,24.47,FI,1551655200,,,,,-4.01,83.0,0.0,8.05
621,yantal,56.85,105.25,RU,1551656674,,,,,1.12,58.0,0.0,2.39
622,kosum phisai,16.25,103.07,TH,1551654000,,,,,77.0,83.0,20.0,4.7
623,balabac,7.99,117.06,PH,1551656719,,,,,79.73,100.0,44.0,10.56
625,vestmannaeyjar,63.44,-20.27,IS,1551656528,,,,,37.57,95.0,80.0,13.8
626,almansa,38.87,-1.1,ES,1551656717,,,,,64.0,67.0,0.0,4.7
628,mayo,63.59,-135.9,CA,1551654000,,,,,10.4,46.0,20.0,3.62
629,cockenzie,55.97,-2.97,GB,1551656711,,,,,41.0,100.0,75.0,5.82
631,nizhnyaya tavda,57.67,66.17,RU,1551656725,,,,,20.51,87.0,68.0,13.91
632,bar-le-duc,48.77,5.16,FR,1551656704,,,,,55.4,46.0,0.0,5.82
633,madimba,4.42,9.93,CM,1551654000,,,,,78.8,100.0,75.0,2.24
635,armizonskoye,55.95,67.67,RU,1551656726,,,,,27.85,88.0,88.0,20.51
636,matelica,43.26,13.01,IT,1551656692,,,,,55.0,75.0,32.0,2.24
637,dzaoudzi,-12.79,45.27,YT,1551655800,,,,,82.4,83.0,20.0,11.41
638,lanzhou,36.06,103.82,CN,1551654000,,,,,26.6,45.0,0.0,2.24
639,bluff,-23.58,149.07,AU,1551656728,,,,,78.65,58.0,0.0,13.8
640,elliot lake,46.37,-82.65,CA,1551654000,,,,,10.4,78.0,40.0,10.29
641,dvinskoy,62.16,45.12,RU,1551656731,,,,,1.57,68.0,64.0,2.73
642,chau doc,10.71,105.12,VN,1551656731,,,,,68.48,94.0,0.0,3.74
643,avare,-23.1,-48.93,BR,1551656741,,,,,70.6,95.0,88.0,11.01
644,san rafael del sur,11.85,-86.44,NI,1551654000,,,,,89.6,49.0,20.0,11.41
645,anisoc,1.87,10.77,GQ,1551656741,,,,,71.05,98.0,32.0,1.39
646,verkh-usugli,52.7,115.17,RU,1551656742,,,,,11.65,62.0,0.0,5.19
647,sumenep,-7.02,113.87,ID,1551656743,,,,,82.48,100.0,80.0,9.33
648,lanigan,51.85,-105.03,CA,1551656743,,,,,1.57,76.0,48.0,16.04
649,macamic,48.75,-79,CA,1551654000,,,,,8.6,55.0,40.0,2.24
650,mantenopolis,-18.86,-41.12,BR,1551656690,,,,,79.42,62.0,8.0,10.67
651,mucurapo,10.67,-61.53,TT,1551656407,,,,,75.2,88.0,75.0,10.29
652,burlington,43.32,-79.8,CA,1551656732,,,,,27.0,92.0,90.0,6.93
653,jagdalpur,19.09,82.02,IN,1551656748,,,,,65.33,91.0,12.0,3.18
654,mpanda,-6.34,31.07,TZ,1551656748,,,,,65.33,94.0,92.0,2.73
656,asyut,27.18,31.19,EG,1551656749,,,,,42.07,54.0,0.0,3.74
657,simplicio mendes,-7.85,-41.91,BR,1551656749,,,,,68.75,93.0,12.0,2.95
658,hebi,35.75,114.29,CN,1551656753,,,,,33.52,71.0,12.0,2.39
659,anshun,26.25,105.93,CN,1551656753,,,,,52.6,97.0,92.0,12.68
660,guymon,36.68,-101.48,US,1551656533,,,,,15.8,61.0,90.0,12.75
661,podyuga,61.09,40.86,RU,1551656754,,,,,10.57,76.0,64.0,3.85
662,tashara,55.52,83.51,RU,1551656754,,,,,29.33,88.0,76.0,13.69
663,apatou,5.16,-54.34,SR,1551656755,,,,,79.33,63.0,12.0,6.2
665,palana,59.08,159.95,RU,1551656756,,,,,12.68,74.0,88.0,4.52
666,vrangel,42.73,133.08,RU,1551656757,,,,,35.59,94.0,8.0,10.78
667,langsa,4.47,97.97,ID,1551656757,,,,,67.72,93.0,0.0,2.62
668,snihurivka,47.07,32.8,UA,1551656767,,,,,27.8,88.0,0.0,11.56
669,townsville,-19.26,146.82,AU,1551655881,,,,,82.99,54.0,20.0,13.87
670,zhirnovsk,50.98,44.78,RU,1551656768,,,,,20.78,86.0,88.0,17.38
671,ferme-neuve,46.7,-75.45,CA,1551656768,,,,,19.48,69.0,88.0,4.85
672,ust-kuyga,70,135.55,RU,1551656515,,,,,-19.23,54.0,48.0,3.62
673,sendafa,9.16,39.02,ET,1551654000,,,,,60.8,77.0,40.0,9.17
674,general bravo,25.79,-99.18,MX,1551656769,,,,,73.12,83.0,88.0,20.18
675,montego bay,18.47,-77.92,JM,1551655851,,,,,77.0,83.0,75.0,5.82
676,brasilia,-10.9,-37.55,BR,1551654000,,,,,82.4,74.0,40.0,10.29
677,guadalupe y calvo,26.09,-106.96,MX,1551656770,,,,,70.33,16.0,0.0,3.4
678,gibara,21.11,-76.13,CU,1551653400,,,,,82.4,58.0,40.0,11.41
679,supe,-10.8,-77.72,PE,1551656771,,,,,73.12,100.0,24.0,11.01
680,savinka,50.08,47.1,RU,1551656771,,,,,19.57,84.0,68.0,16.49
682,guanica,17.97,-66.91,PR,1551656739,,,,,78.01,94.0,90.0,3.36
683,choma,-16.81,26.98,ZM,1551656772,,,,,64.7,73.0,0.0,2.62
685,xinxiang,35.3,113.88,CN,1551656773,,,,,34.87,79.0,0.0,3.51
686,dawei,14.07,98.19,MM,1551656773,,,,,70.01,95.0,0.0,1.39
687,kualakapuas,-3.01,114.39,ID,1551654000,,,,,77.0,94.0,20.0,3.36
688,moree,-29.46,149.84,AU,1551655819,,,,,79.0,44.0,0.0,9.17
689,buribay,51.96,58.16,RU,1551656775,,,,,11.15,85.0,0.0,12.01
691,goundi,9.36,17.37,TD,1551656775,,,,,90.08,23.0,88.0,8.32
693,truro,50.26,-5.05,GB,1551656607,,,,,43.0,93.0,92.0,9.17
694,inyonga,-6.72,32.06,TZ,1551656721,,,,,63.08,95.0,80.0,2.51
695,itaqui,-29.13,-56.55,BR,1551656777,,,,,81.26,48.0,0.0,7.2
696,rio gallegos,-51.62,-69.22,AR,1551654000,,,,,53.6,58.0,40.0,18.34
697,tsogni,-2.79,10.1,GA,1551656781,,,,,81.8,96.0,68.0,3.96
698,trelleborg,55.38,13.15,SE,1551656714,,,,,42.01,100.0,90.0,6.93
699,doembang nangbuat,14.85,100.1,TH,1551656748,,,,,81.0,81.0,0.0,9.22
700,zavetnoye,47.12,43.89,RU,1551656782,,,,,27.04,90.0,48.0,13.91
701,calafat,43.99,22.93,RO,1551656783,,,,,35.41,75.0,0.0,6.87
702,abidjan,5.32,-4.02,CI,1551654000,,,,,82.4,83.0,0.0,8.05
703,mao,19.55,-71.08,DO,1551656438,,,,,82.0,61.0,40.0,17.22
704,nueva helvecia,-34.28,-57.23,UY,1551656773,,,,,70.0,69.0,8.0,8.88
705,codrington,-28.95,153.24,AU,1551656764,,,,,80.6,73.0,92.0,5.19
706,kondinskoye,59.65,67.41,RU,1551656784,,,,,20.92,81.0,80.0,10.78
707,umea,63.83,20.26,SE,1551656706,,,,,15.8,85.0,0.0,3.36
708,santa josefa,7.99,126.03,PH,1551656785,,,,,73.88,93.0,24.0,3.29
709,kudat,6.89,116.84,MY,1551654000,,,,,78.8,88.0,75.0,3.36
710,gagino,54.27,39.54,RU,1551656647,,,,,28.99,74.0,88.0,3.0
712,jaisalmer,26.91,70.91,IN,1551656786,,,,,56.02,92.0,92.0,8.21
713,yongzhou,26.46,111.6,CN,1551656787,,,,,43.01,94.0,76.0,1.95
714,milkovo,41.53,24.68,BG,1551656284,,,,,46.99,100.0,75.0,2.24
715,annau,37.89,58.52,TM,1551654000,,,,,48.2,61.0,0.0,13.87
716,pokaran,26.93,71.92,IN,1551656788,,,,,57.19,94.0,92.0,8.21
717,ortigueira,43.68,-7.85,ES,1551656405,,,,,55.99,71.0,40.0,14.99
719,kudahuvadhoo,2.67,72.89,MV,1551656671,,,,,82.84,98.0,64.0,14.81
720,armeria,18.93,-103.97,MX,1551652800,,,,,82.4,69.0,5.0,11.41
721,otaru,43.18,140.99,JP,1551655823,,,,,37.0,99.0,75.0,5.82
722,tlazazalca,19.97,-102.06,MX,1551652860,,,,,78.8,47.0,5.0,6.93
723,aitape,-3.15,142.36,PG,1551656787,,,,,81.04,93.0,80.0,4.63
724,baruun-urt,46.68,113.28,MN,1551656505,,,,,18.67,45.0,44.0,7.2
726,ponnampet,12.15,75.93,IN,1551656791,,,,,69.52,90.0,48.0,3.62
728,galyugayevskaya,43.7,44.93,RU,1551656792,,,,,21.37,73.0,0.0,2.95
729,ayame,5.61,-3.16,CI,1551656792,,,,,79.96,89.0,0.0,7.54
731,senneterre,48.39,-77.24,CA,1551654000,,,,,12.2,56.0,75.0,4.7
732,gornja koprivna,45.01,15.95,BA,1551656793,,,,,42.65,49.0,44.0,4.85
733,ampanihy,-24.69,44.75,MG,1551656793,,,,,68.89,94.0,20.0,5.08
734,fougamou,-1.22,10.59,GA,1551656794,,,,,70.69,97.0,36.0,2.51
735,pueblo nuevo,23.99,-106.96,MX,1551656435,,,,,78.01,62.0,12.0,5.99
736,gigmoto,13.78,124.39,PH,1551656795,,,,,77.48,100.0,88.0,6.53
737,pavilosta,56.89,21.19,LV,1551655200,,,,,39.2,93.0,68.0,11.41
738,alausi,-2.2,-78.83,EC,1551656796,,,,,50.66,100.0,68.0,1.95
739,lady lake,28.92,-81.92,US,1551656781,,,,,82.4,42.0,1.0,10.29
740,boma,11.23,4.46,NG,1551656797,,,,,78.7,28.0,32.0,8.88
741,eisiskes,54.17,25,LT,1551656750,,,,,39.2,86.0,75.0,11.41
742,bar harbor,44.39,-68.2,US,1551656576,,,,,32.0,86.0,90.0,8.05
743,crawfordsville,40.04,-86.9,US,1551656790,,,,,26.01,73.0,90.0,13.87
744,coihaique,-45.58,-72.07,CL,1551654000,,,,,51.8,53.0,40.0,3.36
745,karlskrona,56.16,15.59,SE,1551655200,,,,,39.2,93.0,68.0,4.7
746,chipinge,-20.19,32.62,ZW,1551656799,,,,,69.25,97.0,8.0,2.95
747,carmen,7.2,124.8,PH,1551656791,,,,,78.61,79.0,64.0,3.51
748,cotonou,6.37,2.43,BJ,1551656800,,,,,80.36,77.0,0.0,6.76
749,lagdo,9.06,13.67,CM,1551656800,,,,,90.85,31.0,92.0,8.1
750,zharkent,44.17,80,KZ,1551656801,,,,,9.85,61.0,56.0,2.39
